"CodeWilaya";"Wilaya";"Moughataa";"Commune";"Center";"CodeCentre";"CodeBureau";"NbInscrits";"nbVotant";"nbVoteNull";"nbVoteNeutre";"nbSuffrage";"nbVoix";"Candidat"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Ecole El Moctar Hamidoune";"09";"01";488;367;21;4;342;190;"Biram Dah Dah ABEID (Biram)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Ecole El Moctar Hamidoune";"09";"01";488;367;21;4;342;3;"Mohamed Sidi MAOULOUD (Maouloud)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Ecole El Moctar Hamidoune";"09";"01";488;367;21;4;342;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"13";"Nouakchott Ouest";"Sebkha";"Sebkha";"Ecole El Moctar Hamidoune";"09";"01";488;367;21;4;342;89;"KANE Hamidou Baba (Kane)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Centre de Santé";"02";"01";378;246;14;0;232;114;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Centre de Santé";"02";"01";378;246;14;0;232;67;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Centre de Santé";"02";"01";378;246;14;0;232;33;"Biram Dah Dah ABEID (Biram)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Centre de Santé";"02";"01";378;246;14;0;232;4;"Mohamed Sidi MAOULOUD (Maouloud)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Centre de Santé";"02";"01";378;246;14;0;232;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"11";"Tiris Zemmour";"Zoueratt";"Zoueratt";"Centre de Santé";"02";"01";378;246;14;0;232;14;"KANE Hamidou Baba (Kane)"
"07";"Adrar";"Atar";"Atar";"Ecole Edebaye";"12";"01";237;132;4;1;127;49;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"07";"Adrar";"Atar";"Atar";"Ecole Edebaye";"12";"01";237;132;4;1;127;52;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"07";"Adrar";"Atar";"Atar";"Ecole Edebaye";"12";"01";237;132;4;1;127;12;"Biram Dah Dah ABEID (Biram)"
"07";"Adrar";"Atar";"Atar";"Ecole Edebaye";"12";"01";237;132;4;1;127;5;"Mohamed Sidi MAOULOUD (Maouloud)"
"07";"Adrar";"Atar";"Atar";"Ecole Edebaye";"12";"01";237;132;4;1;127;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"07";"Adrar";"Atar";"Atar";"Ecole Edebaye";"12";"01";237;132;4;1;127;8;"KANE Hamidou Baba (Kane)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Selmane El Varissi";"11";"04";507;351;18;5;328;128;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Selmane El Varissi";"11";"04";507;351;18;5;328;73;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Selmane El Varissi";"11";"04";507;351;18;5;328;94;"Biram Dah Dah ABEID (Biram)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Selmane El Varissi";"11";"04";507;351;18;5;328;7;"Mohamed Sidi MAOULOUD (Maouloud)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Selmane El Varissi";"11";"04";507;351;18;5;328;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Selmane El Varissi";"11";"04";507;351;18;5;328;25;"KANE Hamidou Baba (Kane)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"ENS";"07";"03";565;421;11;4;406;166;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"ENS";"07";"03";565;421;11;4;406;137;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"ENS";"07";"03";565;421;11;4;406;63;"Biram Dah Dah ABEID (Biram)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"ENS";"07";"03";565;421;11;4;406;27;"Mohamed Sidi MAOULOUD (Maouloud)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"ENS";"07";"03";565;421;11;4;406;4;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"ENS";"07";"03";565;421;11;4;406;9;"KANE Hamidou Baba (Kane)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Lemgheitty";"16";"03";556;438;22;10;406;91;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Lemgheitty";"16";"03";556;438;22;10;406;101;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Lemgheitty";"16";"03";556;438;22;10;406;178;"Biram Dah Dah ABEID (Biram)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Lemgheitty";"16";"03";556;438;22;10;406;14;"Mohamed Sidi MAOULOUD (Maouloud)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Lemgheitty";"16";"03";556;438;22;10;406;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Lemgheitty";"16";"03";556;438;22;10;406;21;"KANE Hamidou Baba (Kane)"
"04";"Gorgol";"Kaédi";"Djewol";"Tintane";"08";"02";264;210;8;0;202;87;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"04";"Gorgol";"Kaédi";"Djewol";"Tintane";"08";"02";264;210;8;0;202;3;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"04";"Gorgol";"Kaédi";"Djewol";"Tintane";"08";"02";264;210;8;0;202;3;"Biram Dah Dah ABEID (Biram)"
"04";"Gorgol";"Kaédi";"Djewol";"Tintane";"08";"02";264;210;8;0;202;11;"Mohamed Sidi MAOULOUD (Maouloud)"
"04";"Gorgol";"Kaédi";"Djewol";"Tintane";"08";"02";264;210;8;0;202;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"04";"Gorgol";"Kaédi";"Djewol";"Tintane";"08";"02";264;210;8;0;202;98;"KANE Hamidou Baba (Kane)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Zahra";"14";"11";588;445;14;11;420;160;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Zahra";"14";"11";588;445;14;11;420;77;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Zahra";"14";"11";588;445;14;11;420;111;"Biram Dah Dah ABEID (Biram)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Zahra";"14";"11";588;445;14;11;420;16;"Mohamed Sidi MAOULOUD (Maouloud)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Zahra";"14";"11";588;445;14;11;420;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"14";"Nouakchott Nord";"Dar Naïm";"Dar Naim";"Ecole Zahra";"14";"11";588;445;14;11;420;56;"KANE Hamidou Baba (Kane)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 3";"05";"05";531;415;6;6;403;91;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 3";"05";"05";531;415;6;6;403;95;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 3";"05";"05";531;415;6;6;403;163;"Biram Dah Dah ABEID (Biram)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 3";"05";"05";531;415;6;6;403;18;"Mohamed Sidi MAOULOUD (Maouloud)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 3";"05";"05";531;415;6;6;403;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 3";"05";"05";531;415;6;6;403;35;"KANE Hamidou Baba (Kane)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole 3";"04";"01";549;376;4;2;370;221;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole 3";"04";"01";549;376;4;2;370;141;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole 3";"04";"01";549;376;4;2;370;2;"Biram Dah Dah ABEID (Biram)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole 3";"04";"01";549;376;4;2;370;5;"Mohamed Sidi MAOULOUD (Maouloud)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole 3";"04";"01";549;376;4;2;370;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"05";"Brakna";"Aleg";"Bouhdide";"Ecole 3";"04";"01";549;376;4;2;370;1;"KANE Hamidou Baba (Kane)"
"06";"Trarza";"Mederdra";"El Khat";"Ecole El Ghars";"03";"01";283;180;2;1;177;115;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"06";"Trarza";"Mederdra";"El Khat";"Ecole El Ghars";"03";"01";283;180;2;1;177;56;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"06";"Trarza";"Mederdra";"El Khat";"Ecole El Ghars";"03";"01";283;180;2;1;177;4;"Biram Dah Dah ABEID (Biram)"
"06";"Trarza";"Mederdra";"El Khat";"Ecole El Ghars";"03";"01";283;180;2;1;177;2;"Mohamed Sidi MAOULOUD (Maouloud)"
"06";"Trarza";"Mederdra";"El Khat";"Ecole El Ghars";"03";"01";283;180;2;1;177;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"06";"Trarza";"Mederdra";"El Khat";"Ecole El Ghars";"03";"01";283;180;2;1;177;0;"KANE Hamidou Baba (Kane)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"01";504;394;8;10;376;77;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"01";504;394;8;10;376;26;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"01";504;394;8;10;376;164;"Biram Dah Dah ABEID (Biram)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"01";504;394;8;10;376;9;"Mohamed Sidi MAOULOUD (Maouloud)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"01";504;394;8;10;376;4;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"01";504;394;8;10;376;96;"KANE Hamidou Baba (Kane)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 4";"06";"01";563;346;3;3;340;140;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 4";"06";"01";563;346;3;3;340;135;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 4";"06";"01";563;346;3;3;340;39;"Biram Dah Dah ABEID (Biram)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 4";"06";"01";563;346;3;3;340;17;"Mohamed Sidi MAOULOUD (Maouloud)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 4";"06";"01";563;346;3;3;340;3;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"Ecole 4";"06";"01";563;346;3;3;340;6;"KANE Hamidou Baba (Kane)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 8";"18";"02";548;412;6;4;402;112;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 8";"18";"02";548;412;6;4;402;105;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 8";"18";"02";548;412;6;4;402;134;"Biram Dah Dah ABEID (Biram)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 8";"18";"02";548;412;6;4;402;5;"Mohamed Sidi MAOULOUD (Maouloud)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 8";"18";"02";548;412;6;4;402;3;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"08";"Dakhlet Nouadhibou";"Nouadhibou";"Nouadhibou";"Ecole 8";"18";"02";548;412;6;4;402;43;"KANE Hamidou Baba (Kane)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Abba Ould Khtour";"04";"03";554;424;17;4;403;199;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Abba Ould Khtour";"04";"03";554;424;17;4;403;102;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Abba Ould Khtour";"04";"03";554;424;17;4;403;79;"Biram Dah Dah ABEID (Biram)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Abba Ould Khtour";"04";"03";554;424;17;4;403;9;"Mohamed Sidi MAOULOUD (Maouloud)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Abba Ould Khtour";"04";"03";554;424;17;4;403;3;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"15";"Nouakchott Sud";"Arafat";"Arafat";"Ecole Abba Ould Khtour";"04";"03";554;424;17;4;403;11;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Guerou";"Guerou";"Hotel de Ville";"14";"02";411;255;9;2;244;156;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Guerou";"Guerou";"Hotel de Ville";"14";"02";411;255;9;2;244;48;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Guerou";"Guerou";"Hotel de Ville";"14";"02";411;255;9;2;244;38;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Guerou";"Guerou";"Hotel de Ville";"14";"02";411;255;9;2;244;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Guerou";"Guerou";"Hotel de Ville";"14";"02";411;255;9;2;244;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Guerou";"Guerou";"Hotel de Ville";"14";"02";411;255;9;2;244;1;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Kiffa";"Legrane";"Bir El Barka";"01";"01";538;365;7;0;358;349;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Kiffa";"Legrane";"Bir El Barka";"01";"01";538;365;7;0;358;4;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Kiffa";"Legrane";"Bir El Barka";"01";"01";538;365;7;0;358;5;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Kiffa";"Legrane";"Bir El Barka";"01";"01";538;365;7;0;358;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Kiffa";"Legrane";"Bir El Barka";"01";"01";538;365;7;0;358;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Kiffa";"Legrane";"Bir El Barka";"01";"01";538;365;7;0;358;0;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Guerou";"Guerou";"Ecole N'Takat";"12";"03";418;224;2;0;222;96;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Guerou";"Guerou";"Ecole N'Takat";"12";"03";418;224;2;0;222;122;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Guerou";"Guerou";"Ecole N'Takat";"12";"03";418;224;2;0;222;3;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Guerou";"Guerou";"Ecole N'Takat";"12";"03";418;224;2;0;222;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Guerou";"Guerou";"Ecole N'Takat";"12";"03";418;224;2;0;222;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Guerou";"Guerou";"Ecole N'Takat";"12";"03";418;224;2;0;222;1;"KANE Hamidou Baba (Kane)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"02";504;323;8;3;312;130;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"02";504;323;8;3;312;22;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"02";504;323;8;3;312;84;"Biram Dah Dah ABEID (Biram)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"02";504;323;8;3;312;1;"Mohamed Sidi MAOULOUD (Maouloud)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"02";504;323;8;3;312;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"15";"Nouakchott Sud";"Riyad";"Riyad";"Collège 1";"01";"02";504;323;8;3;312;75;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Guerou";"Guerou";"Mauripost";"16";"01";554;243;8;0;235;100;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Guerou";"Guerou";"Mauripost";"16";"01";554;243;8;0;235;78;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Guerou";"Guerou";"Mauripost";"16";"01";554;243;8;0;235;43;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Guerou";"Guerou";"Mauripost";"16";"01";554;243;8;0;235;2;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Guerou";"Guerou";"Mauripost";"16";"01";554;243;8;0;235;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Guerou";"Guerou";"Mauripost";"16";"01";554;243;8;0;235;12;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Guerou";"Guerou";"Dispensaire Nord";"03";"01";448;145;16;0;129;102;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Guerou";"Guerou";"Dispensaire Nord";"03";"01";448;145;16;0;129;18;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Guerou";"Guerou";"Dispensaire Nord";"03";"01";448;145;16;0;129;8;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Guerou";"Guerou";"Dispensaire Nord";"03";"01";448;145;16;0;129;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Guerou";"Guerou";"Dispensaire Nord";"03";"01";448;145;16;0;129;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Guerou";"Guerou";"Dispensaire Nord";"03";"01";448;145;16;0;129;1;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Djewol";"04";"01";233;157;1;0;156;72;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Djewol";"04";"01";233;157;1;0;156;42;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Djewol";"04";"01";233;157;1;0;156;12;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Djewol";"04";"01";233;157;1;0;156;28;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Djewol";"04";"01";233;157;1;0;156;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Djewol";"04";"01";233;157;1;0;156;2;"KANE Hamidou Baba (Kane)"
"07";"Adrar";"Atar";"Atar";"Ecole Terwen";"14";"01";431;274;6;2;266;150;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"07";"Adrar";"Atar";"Atar";"Ecole Terwen";"14";"01";431;274;6;2;266;51;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"07";"Adrar";"Atar";"Atar";"Ecole Terwen";"14";"01";431;274;6;2;266;63;"Biram Dah Dah ABEID (Biram)"
"07";"Adrar";"Atar";"Atar";"Ecole Terwen";"14";"01";431;274;6;2;266;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"07";"Adrar";"Atar";"Atar";"Ecole Terwen";"14";"01";431;274;6;2;266;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"07";"Adrar";"Atar";"Atar";"Ecole Terwen";"14";"01";431;274;6;2;266;2;"KANE Hamidou Baba (Kane)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"Ecole 2";"02";"03";571;328;3;2;323;136;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"Ecole 2";"02";"03";571;328;3;2;323;101;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"Ecole 2";"02";"03";571;328;3;2;323;59;"Biram Dah Dah ABEID (Biram)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"Ecole 2";"02";"03";571;328;3;2;323;16;"Mohamed Sidi MAOULOUD (Maouloud)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"Ecole 2";"02";"03";571;328;3;2;323;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"13";"Nouakchott Ouest";"Ksar";"Ksar";"Ecole 2";"02";"03";571;328;3;2;323;10;"KANE Hamidou Baba (Kane)"
"02";"Hodh El Gharbi";"Koubenni";"Gougui Zemmal";"Getaa Davoue";"07";"01";240;130;3;3;124;2;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"02";"Hodh El Gharbi";"Koubenni";"Gougui Zemmal";"Getaa Davoue";"07";"01";240;130;3;3;124;5;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"02";"Hodh El Gharbi";"Koubenni";"Gougui Zemmal";"Getaa Davoue";"07";"01";240;130;3;3;124;110;"Biram Dah Dah ABEID (Biram)"
"02";"Hodh El Gharbi";"Koubenni";"Gougui Zemmal";"Getaa Davoue";"07";"01";240;130;3;3;124;1;"Mohamed Sidi MAOULOUD (Maouloud)"
"02";"Hodh El Gharbi";"Koubenni";"Gougui Zemmal";"Getaa Davoue";"07";"01";240;130;3;3;124;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"02";"Hodh El Gharbi";"Koubenni";"Gougui Zemmal";"Getaa Davoue";"07";"01";240;130;3;3;124;6;"KANE Hamidou Baba (Kane)"
"01";"Hodh Chargui";"Oualata";"Oualata";"Touejilit lehsab";"19";"01";167;104;1;2;101;89;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"01";"Hodh Chargui";"Oualata";"Oualata";"Touejilit lehsab";"19";"01";167;104;1;2;101;10;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"01";"Hodh Chargui";"Oualata";"Oualata";"Touejilit lehsab";"19";"01";167;104;1;2;101;1;"Biram Dah Dah ABEID (Biram)"
"01";"Hodh Chargui";"Oualata";"Oualata";"Touejilit lehsab";"19";"01";167;104;1;2;101;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"01";"Hodh Chargui";"Oualata";"Oualata";"Touejilit lehsab";"19";"01";167;104;1;2;101;1;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"01";"Hodh Chargui";"Oualata";"Oualata";"Touejilit lehsab";"19";"01";167;104;1;2;101;0;"KANE Hamidou Baba (Kane)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Doueirare";"06";"01";330;156;2;1;153;143;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Doueirare";"06";"01";330;156;2;1;153;9;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Doueirare";"06";"01";330;156;2;1;153;0;"Biram Dah Dah ABEID (Biram)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Doueirare";"06";"01";330;156;2;1;153;0;"Mohamed Sidi MAOULOUD (Maouloud)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Doueirare";"06";"01";330;156;2;1;153;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"02";"Hodh El Gharbi";"Aïoun";"Doueirare";"Doueirare";"06";"01";330;156;2;1;153;1;"KANE Hamidou Baba (Kane)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Ambay";"02";"01";246;184;1;0;183;76;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Ambay";"02";"01";246;184;1;0;183;23;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Ambay";"02";"01";246;184;1;0;183;70;"Biram Dah Dah ABEID (Biram)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Ambay";"02";"01";246;184;1;0;183;9;"Mohamed Sidi MAOULOUD (Maouloud)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Ambay";"02";"01";246;184;1;0;183;0;"Mohamed Lemine El Mourteji El WAVI (Wavi)"
"03";"Assaba";"Barkéol";"Daghveg";"Ecole Ambay";"02";"01";246;184;1;0;183;5;"KANE Hamidou Baba (Kane)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"L'Inspection d'Enseignement Fondementale";"17";"03";537;325;14;11;300;152;"Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"L'Inspection d'Enseignement Fondementale";"17";"03";537;325;14;11;300;85;"Sidi Mohamed Boubacar BOUSSALEF (Boubacar)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"L'Inspection d'Enseignement Fondementale";"17";"03";537;325;14;11;300;47;"Biram Dah Dah ABEID (Biram)"
"14";"Nouakchott Nord";"Teyaret";"Teyaret";"L'Inspection d'Enseignement Fondementale";"17";"03";537;325;14;11;300;10;"Mohamed Sidi MAOULOUD (Maouloud)"
